customer_id,tenure,contract,monthly_charges,total_charges,num_products,support_calls,complaints,auto_pay,age,is_active,churn
CUST-00379,11,month-to-month,15.0,161.21,1,3,3,1,53,1,1
CUST-00380,15,month-to-month,62.33,870.09,1,1,1,1,57,1,0
CUST-00381,6,month-to-month,64.34,382.02,1,3,0,0,54,1,0
CUST-00382,46,month-to-month,75.41,3215.36,3,1,0,1,43,1,1
CUST-00383,11,one-year,34.34,386.77,1,0,0,0,56,1,0
CUST-00384,23,month-to-month,68.6,1487.63,2,3,0,0,63,1,0
CUST-00385,34,month-to-month,52.64,1781.02,3,3,2,1,58,1,0
CUST-00386,30,one-year,36.51,1023.13,1,2,2,0,44,1,1
CUST-00387,24,one-year,65.49,1482.26,3,0,0,0,32,1,0
CUST-00388,20,one-year,82.19,1593.84,2,0,0,1,32,1,0
CUST-00389,9,one-year,60.47,535.0,2,1,0,0,34,1,1
CUST-00390,50,one-year,46.94,2417.12,1,1,1,0,48,1,0
CUST-00391,23,one-year,90.18,1914.12,1,0,0,0,52,1,0
CUST-00392,20,one-year,97.34,1791.12,4,2,0,0,23,1,0
CUST-00393,5,month-to-month,85.1,407.86,3,4,1,1,37,1,1
CUST-00394,20,one-year,84.35,1619.99,4,1,1,1,48,1,0
CUST-00395,14,month-to-month,68.27,972.24,3,1,1,1,31,1,0
CUST-00396,47,month-to-month,15.64,750.06,1,1,1,0,51,1,0
CUST-00397,15,month-to-month,96.44,1470.99,3,2,0,1,40,1,0
CUST-00398,27,two-year,75.07,1896.66,2,1,0,1,34,0,1
CUST-00399,10,one-year,75.78,731.53,3,0,0,1,45,1,0
CUST-00400,7,month-to-month,52.53,368.46,1,2,2,1,50,1,0
CUST-00401,26,one-year,68.25,1693.56,1,1,0,0,32,1,0
CUST-00402,2,month-to-month,51.02,101.32,3,2,1,1,41,1,0
CUST-00403,34,one-year,68.38,2199.57,3,2,2,1,52,1,0
CUST-00404,42,two-year,46.55,1868.25,2,1,0,1,33,1,0
CUST-00405,12,one-year,86.89,1057.95,1,4,1,1,20,1,1
CUST-00406,24,one-year,70.76,1609.18,1,1,0,1,21,1,0
CUST-00407,35,month-to-month,51.35,1844.11,4,2,1,0,38,0,0
CUST-00408,13,month-to-month,27.75,344.04,1,0,0,0,25,1,0
CUST-00409,23,two-year,52.62,1116.57,1,0,0,1,39,0,0
CUST-00410,17,one-year,58.5,942.82,2,0,0,1,69,1,0
CUST-00411,18,month-to-month,31.16,526.57,1,2,2,1,24,1,1
CUST-00412,8,month-to-month,102.01,796.29,2,3,3,1,40,1,0
CUST-00413,10,month-to-month,60.63,565.31,1,5,1,1,76,1,0
CUST-00414,18,month-to-month,87.55,1558.35,3,3,0,0,51,1,0
CUST-00415,10,month-to-month,66.54,676.21,3,0,1,0,39,1,0
CUST-00416,5,month-to-month,104.0,499.14,4,1,0,0,42,1,0
CUST-00417,14,two-year,60.15,790.34,2,1,1,0,51,1,1
CUST-00418,15,month-to-month,49.9,721.56,1,1,0,1,70,1,0
CUST-00419,33,month-to-month,78.0,2590.62,2,2,2,1,37,1,0
CUST-00420,20,month-to-month,49.68,978.76,3,0,2,0,33,1,1
CUST-00421,5,month-to-month,95.75,445.78,2,3,1,1,24,1,0
CUST-00422,19,two-year,70.28,1307.4,2,0,1,1,46,0,0
CUST-00423,11,month-to-month,90.06,962.42,2,0,2,0,23,1,1
CUST-00424,53,one-year,47.64,2413.78,2,1,1,0,38,1,0
CUST-00425,61,two-year,50.38,2864.57,2,0,1,1,31,1,0
CUST-00426,45,month-to-month,34.09,1576.88,1,2,0,1,61,1,0
CUST-00427,21,one-year,71.51,1410.65,2,0,0,1,37,0,0
CUST-00428,72,two-year,68.19,4621.0,2,0,0,1,50,1,0
CUST-00429,8,month-to-month,46.64,349.25,1,0,1,1,20,1,0
CUST-00430,11,month-to-month,60.75,656.7,3,0,1,0,46,1,1
CUST-00431,40,two-year,44.2,1712.84,2,1,0,1,26,1,0
CUST-00432,30,two-year,54.13,1538.57,1,3,2,1,38,1,0
CUST-00433,19,month-to-month,70.62,1297.82,3,0,0,0,78,1,0
CUST-00434,11,one-year,54.66,597.7,2,0,0,1,58,1,0
CUST-00435,14,month-to-month,106.85,1422.58,3,3,0,0,43,1,1
CUST-00436,20,two-year,53.52,1092.53,1,0,0,1,88,1,0
CUST-00437,4,month-to-month,101.86,388.57,3,1,1,0,31,1,1
CUST-00438,9,month-to-month,45.4,384.82,1,2,0,1,62,1,0
CUST-00439,23,one-year,71.41,1683.49,2,0,0,0,22,1,0
CUST-00440,37,two-year,54.0,2016.31,1,0,0,1,41,1,0
CUST-00441,14,two-year,36.44,488.6,2,0,1,1,24,1,0
CUST-00442,14,month-to-month,92.71,1314.24,2,1,0,0,48,1,0
CUST-00443,13,month-to-month,64.57,820.16,2,2,2,1,45,1,1
CUST-00444,29,two-year,80.44,2235.12,2,0,2,1,40,1,0
CUST-00445,17,two-year,65.46,1126.57,3,0,1,1,61,1,0
CUST-00446,5,month-to-month,64.03,321.03,2,0,2,1,36,1,0
CUST-00447,39,one-year,39.4,1464.02,1,0,0,0,49,1,0
CUST-00448,7,month-to-month,113.25,782.23,4,4,1,1,57,1,0
CUST-00449,10,month-to-month,72.61,697.52,2,1,1,0,22,1,0
CUST-00450,11,month-to-month,97.61,987.94,4,1,1,1,33,1,1
CUST-00451,8,month-to-month,115.45,947.43,4,2,0,0,45,1,0
CUST-00452,21,month-to-month,99.81,2055.05,3,1,0,0,54,1,0
CUST-00453,31,two-year,92.78,2835.42,3,4,1,1,66,1,1
CUST-00454,13,month-to-month,41.41,530.79,2,3,2,1,41,1,1
CUST-00455,8,month-to-month,42.48,333.24,1,0,1,0,40,1,1
CUST-00456,12,month-to-month,48.93,558.92,2,1,0,1,31,1,0
CUST-00457,15,month-to-month,92.1,1418.63,3,4,1,1,49,1,1
CUST-00458,7,month-to-month,70.07,484.79,2,1,0,0,40,1,0
CUST-00459,27,one-year,53.97,1448.16,3,0,0,0,40,1,0
CUST-00460,29,month-to-month,51.6,1451.55,1,0,0,0,43,1,0
CUST-00461,43,one-year,28.11,1150.31,1,0,0,1,53,1,0
CUST-00462,49,two-year,66.04,2999.99,2,0,0,1,36,1,1
CUST-00463,11,month-to-month,25.2,265.7,1,1,0,1,33,1,0
CUST-00464,28,two-year,64.52,1697.03,1,0,1,1,51,1,0
CUST-00465,25,two-year,61.8,1533.92,1,0,0,0,18,1,1
CUST-00466,25,two-year,113.34,2880.79,3,1,1,1,35,1,0
CUST-00467,17,one-year,82.26,1333.12,2,0,0,0,27,1,1
CUST-00468,20,one-year,47.39,906.68,1,0,0,0,63,1,0
CUST-00469,38,one-year,69.73,2633.15,1,2,0,0,38,1,1
CUST-00470,23,one-year,41.84,901.14,2,1,1,1,36,1,0
CUST-00471,5,month-to-month,37.68,192.59,1,3,1,1,44,1,0
CUST-00472,40,two-year,73.0,2803.27,2,1,1,1,36,0,0
CUST-00473,22,one-year,40.15,822.47,3,0,0,0,38,1,0
CUST-00474,26,one-year,54.33,1326.72,1,2,1,1,46,1,0
CUST-00475,18,month-to-month,48.64,895.31,2,2,2,1,38,1,1
CUST-00476,19,month-to-month,56.82,1022.56,1,2,1,0,38,1,0
CUST-00477,19,month-to-month,35.6,671.56,1,1,0,0,29,1,1
CUST-00478,2,month-to-month,86.64,162.39,3,1,1,1,27,1,0
CUST-00479,21,month-to-month,67.35,1331.4,2,1,0,1,45,1,0
CUST-00480,8,month-to-month,104.21,847.62,3,1,0,1,49,1,0
CUST-00481,10,month-to-month,55.12,516.08,1,0,0,0,23,1,0
CUST-00482,14,month-to-month,41.16,531.33,1,3,1,1,56,1,0
CUST-00483,42,month-to-month,62.56,2562.19,2,3,2,0,56,1,1
CUST-00484,18,two-year,42.8,781.88,2,1,2,0,59,1,0
CUST-00485,14,month-to-month,98.31,1315.59,4,4,3,0,49,1,1
CUST-00486,12,month-to-month,65.62,735.55,1,3,1,0,54,1,1
CUST-00487,28,month-to-month,123.45,3553.54,3,0,0,0,77,1,0
CUST-00488,11,month-to-month,67.81,741.76,3,2,0,0,40,1,0
CUST-00489,17,month-to-month,62.18,1071.41,2,4,2,0,29,1,0
CUST-00490,11,one-year,44.64,492.38,1,1,0,1,21,1,1
CUST-00491,43,two-year,70.82,3035.54,2,1,1,1,71,1,0
CUST-00492,3,month-to-month,61.87,178.61,1,2,1,1,71,1,1
CUST-00493,26,one-year,78.04,1939.11,3,0,0,0,31,1,0
CUST-00494,17,month-to-month,86.55,1469.68,2,0,0,0,34,1,0
CUST-00495,19,month-to-month,67.89,1288.41,3,3,1,0,40,1,0
CUST-00496,3,month-to-month,84.75,260.5,2,2,1,0,63,1,0
CUST-00497,11,month-to-month,76.69,828.87,2,0,1,0,25,1,1
CUST-00498,32,one-year,66.78,2035.26,2,0,0,1,18,1,0
CUST-00499,51,one-year,61.33,3046.03,2,0,0,1,77,1,0
CUST-00500,18,one-year,122.68,2180.66,3,0,0,0,49,1,0
CUST-00501,25,month-to-month,40.29,973.95,1,0,0,1,51,1,0
CUST-00502,21,one-year,96.36,2037.77,4,1,0,1,41,1,0
CUST-00503,14,month-to-month,65.5,902.61,3,1,0,0,51,1,1
CUST-00504,10,month-to-month,111.14,1023.64,3,3,3,1,22,1,0
CUST-00505,15,month-to-month,82.96,1222.85,2,3,0,0,32,1,0
CUST-00506,29,one-year,66.79,1916.95,3,0,0,0,46,1,1
CUST-00507,37,two-year,64.23,2425.65,1,0,0,0,18,1,1
CUST-00508,4,month-to-month,83.64,323.02,3,3,0,1,40,1,0
CUST-00509,14,one-year,45.7,629.05,1,0,1,0,39,1,1
CUST-00510,10,one-year,68.65,667.45,1,0,0,0,40,1,0
CUST-00511,27,two-year,62.01,1638.24,1,1,0,0,36,1,0
CUST-00512,11,month-to-month,58.88,600.66,1,4,1,0,30,1,1
CUST-00513,24,one-year,54.25,1326.35,1,1,0,1,18,1,0
CUST-00514,25,one-year,86.76,2212.7,3,0,0,1,47,1,0
CUST-00515,13,two-year,59.13,753.54,1,0,0,1,40,1,0
CUST-00516,14,month-to-month,68.06,934.95,2,1,0,1,24,0,0
CUST-00517,45,two-year,43.46,1811.63,1,1,1,1,45,1,0
CUST-00518,9,month-to-month,109.49,971.39,3,1,0,1,40,1,0
CUST-00519,21,two-year,60.09,1220.51,3,0,2,1,38,1,0
CUST-00520,29,month-to-month,62.7,1814.65,1,1,0,0,18,1,0
CUST-00521,26,month-to-month,61.24,1473.11,2,2,1,0,55,1,0
CUST-00522,6,month-to-month,110.67,662.82,3,0,0,1,26,1,0
CUST-00523,24,month-to-month,62.74,1432.82,3,2,0,1,45,1,1
CUST-00524,7,month-to-month,41.77,289.96,1,2,0,1,32,1,0
CUST-00525,9,month-to-month,49.54,440.95,2,2,4,1,39,1,0
CUST-00526,6,month-to-month,84.82,480.91,3,5,3,0,62,1,1
CUST-00527,4,month-to-month,30.29,117.34,1,3,1,0,52,1,1
CUST-00528,21,one-year,70.39,1495.81,3,2,1,1,61,1,1
CUST-00529,16,two-year,16.26,256.68,1,0,0,1,49,0,0
CUST-00530,21,one-year,83.33,1623.17,3,0,0,1,50,1,0
CUST-00531,16,month-to-month,46.0,712.98,1,2,0,0,18,1,1
CUST-00532,13,month-to-month,28.21,349.97,1,3,1,0,40,1,0
CUST-00533,22,two-year,110.54,2408.97,4,1,1,0,41,1,0
CUST-00534,8,month-to-month,55.46,438.18,3,1,0,0,63,1,0
CUST-00535,5,month-to-month,93.34,429.9,3,4,0,0,37,1,0
CUST-00536,50,two-year,78.38,3867.45,4,0,1,1,48,1,0
CUST-00537,24,two-year,83.83,2013.6,1,2,0,1,48,1,0
CUST-00538,12,month-to-month,68.49,825.63,1,4,0,1,62,1,0
CUST-00539,11,one-year,36.86,375.65,1,0,1,1,42,1,0
CUST-00540,36,month-to-month,50.49,1732.94,2,0,0,1,57,1,0
CUST-00541,14,one-year,65.9,891.55,1,3,0,0,19,1,0
CUST-00542,18,month-to-month,86.28,1459.51,4,1,0,0,20,1,0
CUST-00543,20,month-to-month,51.95,1003.97,1,1,0,1,18,1,0
CUST-00544,21,one-year,77.9,1517.83,1,1,4,0,56,1,1
CUST-00545,3,month-to-month,41.52,116.15,1,3,1,1,55,1,0
CUST-00546,28,one-year,56.64,1575.7,1,2,0,1,58,1,0
CUST-00547,9,month-to-month,72.18,616.41,1,3,1,0,34,1,1
CUST-00548,38,two-year,81.56,3093.87,2,0,2,1,36,0,1
CUST-00549,26,two-year,52.13,1254.12,1,0,1,1,43,1,0
CUST-00550,21,month-to-month,61.8,1274.31,2,1,0,0,66,1,0
CUST-00551,39,one-year,47.7,1791.58,3,0,1,0,70,1,0
CUST-00552,23,month-to-month,47.99,1112.23,2,1,1,1,56,1,0
CUST-00553,21,month-to-month,72.73,1536.85,2,2,0,0,49,1,0
CUST-00554,24,month-to-month,52.52,1211.71,1,0,0,0,65,1,0
CUST-00555,19,two-year,56.35,1058.34,1,2,3,1,41,1,1
CUST-00556,39,two-year,73.71,2716.67,1,0,0,1,39,1,0
CUST-00557,24,two-year,69.63,1644.12,4,0,0,1,43,0,1
CUST-00558,24,two-year,62.75,1398.98,2,0,0,0,30,1,0
CUST-00559,27,two-year,58.4,1526.04,1,0,0,0,42,1,0
CUST-00560,11,month-to-month,54.33,561.83,2,4,2,0,28,1,1
CUST-00561,18,two-year,104.77,1918.24,3,0,0,1,60,1,0
CUST-00562,20,one-year,83.35,1615.22,2,0,1,1,53,0,0
CUST-00563,12,month-to-month,72.22,853.63,2,1,0,0,66,1,0
CUST-00564,17,one-year,111.3,1815.74,3,0,1,1,20,1,0
CUST-00565,13,month-to-month,40.02,495.16,2,3,1,1,73,1,0
CUST-00566,1,month-to-month,66.86,63.0,2,1,0,0,21,1,1
CUST-00567,12,month-to-month,61.59,754.09,1,2,1,1,27,1,1
CUST-00568,37,month-to-month,38.54,1437.3,1,1,0,1,35,1,0
CUST-00569,35,month-to-month,96.41,3153.87,4,1,1,1,64,1,1
CUST-00570,27,two-year,47.08,1273.88,2,0,1,1,48,1,0
CUST-00571,20,one-year,67.43,1302.8,1,0,0,1,41,0,1
CUST-00572,0,month-to-month,86.04,0.0,2,1,1,0,33,1,1
CUST-00573,9,month-to-month,59.9,527.3,1,0,2,1,24,1,1
CUST-00574,24,month-to-month,45.65,1023.62,3,0,0,1,61,1,0
CUST-00575,10,month-to-month,37.6,354.6,1,3,3,0,56,1,0
CUST-00576,42,two-year,89.16,3731.86,3,1,0,1,65,1,0
CUST-00577,29,month-to-month,67.38,1852.97,2,1,1,1,50,1,0
CUST-00578,14,one-year,15.0,213.8,1,0,0,1,18,1,0
CUST-00579,21,one-year,77.37,1612.24,1,3,4,0,26,1,1
CUST-00580,44,one-year,81.46,3625.64,3,0,0,1,51,1,0
CUST-00581,15,two-year,40.26,596.45,1,0,0,0,39,1,0
CUST-00582,11,month-to-month,72.91,814.5,1,3,2,0,36,1,1
CUST-00583,15,two-year,66.8,961.7,3,1,0,1,28,1,0
CUST-00584,12,one-year,42.61,501.3,1,1,0,0,59,1,0
CUST-00585,52,one-year,61.45,3121.1,1,0,1,0,51,1,0
CUST-00586,16,one-year,87.06,1420.01,1,0,0,1,52,1,0
CUST-00587,13,two-year,108.22,1319.83,3,1,0,1,35,1,0
CUST-00588,18,two-year,61.47,1088.3,1,0,0,0,47,1,1
CUST-00589,3,month-to-month,63.32,190.53,1,1,0,1,24,1,0
CUST-00590,28,two-year,69.25,1862.81,1,1,2,1,43,0,1
CUST-00591,25,one-year,32.37,821.74,1,0,1,0,18,1,0
CUST-00592,27,month-to-month,66.59,1727.87,1,2,0,0,21,1,0
CUST-00593,35,two-year,41.79,1373.52,1,0,0,0,40,1,0
CUST-00594,4,month-to-month,60.73,239.09,1,1,0,1,80,1,0
CUST-00595,24,one-year,50.91,1180.62,1,0,0,1,18,1,0
CUST-00596,13,month-to-month,88.02,1054.63,3,1,2,0,26,1,0
CUST-00597,30,month-to-month,57.13,1589.95,1,3,1,0,48,1,1
CUST-00598,37,two-year,15.0,522.52,1,2,1,1,71,1,0
CUST-00599,51,month-to-month,82.22,4212.62,3,1,1,1,48,1,0
CUST-00600,6,month-to-month,90.56,553.21,3,2,2,0,55,1,1
CUST-00601,5,month-to-month,75.03,367.65,2,3,1,1,39,1,1
CUST-00602,10,month-to-month,53.15,495.15,1,2,1,0,37,1,0
CUST-00603,25,two-year,84.56,2069.15,1,1,0,1,46,1,0
CUST-00604,20,two-year,60.6,1229.11,1,1,1,1,35,1,0
CUST-00605,6,month-to-month,62.88,378.2,1,2,1,1,55,1,0
CUST-00606,23,one-year,73.8,1615.96,1,0,0,1,20,1,0
CUST-00607,10,month-to-month,73.53,686.5,2,0,0,0,58,1,1
CUST-00608,13,one-year,38.84,514.55,1,0,0,1,45,1,0
CUST-00609,4,month-to-month,23.11,93.73,2,2,1,0,41,1,0
CUST-00610,1,month-to-month,46.41,42.97,1,1,0,1,20,1,0
CUST-00611,36,month-to-month,68.7,2499.43,1,5,3,1,30,1,0
CUST-00612,40,one-year,72.64,2704.22,3,0,0,0,62,1,0
CUST-00613,26,month-to-month,93.42,2251.51,3,1,1,1,41,0,0
CUST-00614,21,month-to-month,57.68,1215.45,1,1,0,0,49,1,0
CUST-00615,21,two-year,90.19,1854.21,2,3,0,1,31,1,0
CUST-00616,27,one-year,49.69,1295.48,1,0,1,0,44,1,0
CUST-00617,5,month-to-month,63.42,323.26,1,0,0,0,24,1,0
CUST-00618,28,two-year,76.11,2157.34,2,1,1,0,46,0,0
CUST-00619,19,two-year,82.03,1443.76,1,0,1,1,50,1,0
CUST-00620,22,month-to-month,24.28,527.63,1,2,0,1,49,1,0
CUST-00621,46,one-year,58.75,2715.88,2,0,1,1,31,1,0
CUST-00622,6,month-to-month,70.27,413.42,1,3,1,1,39,1,0
CUST-00623,14,one-year,82.83,1192.24,1,2,1,0,53,1,0
CUST-00624,15,month-to-month,59.32,885.76,1,2,2,0,41,1,0
CUST-00625,7,one-year,85.73,558.98,4,0,0,0,40,1,0
CUST-00626,3,month-to-month,80.63,227.82,2,2,0,1,73,0,1
CUST-00627,40,month-to-month,70.64,2856.36,1,1,0,1,30,1,0
CUST-00628,30,two-year,48.53,1499.06,1,1,1,1,61,1,0
CUST-00629,8,month-to-month,72.95,543.22,2,0,1,0,27,1,0
CUST-00630,26,two-year,76.25,1845.78,1,1,2,1,54,1,0
CUST-00631,22,two-year,101.03,2231.49,2,0,1,0,55,1,0
CUST-00632,28,two-year,92.37,2397.76,3,0,0,1,37,1,0
CUST-00633,10,month-to-month,55.79,517.48,1,2,2,1,26,1,0
CUST-00634,25,two-year,54.03,1374.75,1,0,0,1,18,1,0
CUST-00635,24,month-to-month,65.03,1573.28,1,4,1,0,35,1,0
CUST-00636,23,month-to-month,52.92,1237.82,1,2,0,1,52,1,0
CUST-00637,50,two-year,58.41,2895.84,1,0,0,0,28,1,0
CUST-00638,24,one-year,59.96,1374.97,3,0,0,1,46,1,0
CUST-00639,15,month-to-month,78.35,1198.4,1,0,0,0,22,1,0
CUST-00640,42,month-to-month,46.48,1860.13,2,3,2,0,41,1,1
CUST-00641,24,two-year,59.22,1350.65,2,2,2,0,27,1,0
CUST-00642,6,one-year,56.76,346.52,1,1,0,1,43,1,0
CUST-00643,26,month-to-month,90.84,2349.77,1,0,0,0,37,1,0
CUST-00644,30,two-year,47.39,1448.04,1,1,1,1,27,1,0
CUST-00645,14,month-to-month,55.01,721.74,2,0,0,0,35,1,1
CUST-00646,26,month-to-month,45.09,1201.36,1,2,0,0,30,1,1
CUST-00647,15,one-year,96.86,1434.6,2,3,2,1,25,1,1
CUST-00648,13,two-year,28.38,366.54,3,1,2,1,61,1,0
CUST-00649,27,month-to-month,60.95,1679.46,3,0,0,0,39,1,1
CUST-00650,8,month-to-month,140.16,1078.54,4,4,2,0,18,1,1
CUST-00651,6,month-to-month,89.64,537.38,3,1,1,1,35,1,1
CUST-00652,13,two-year,59.09,760.82,3,0,0,1,58,0,0
CUST-00653,25,month-to-month,78.25,1969.26,3,1,0,1,33,1,0
CUST-00654,0,month-to-month,68.21,0.0,2,0,0,0,67,0,1
CUST-00655,46,two-year,94.23,4312.07,3,0,0,0,32,1,0
CUST-00656,11,month-to-month,124.11,1266.15,4,1,0,1,52,1,1
CUST-00657,31,one-year,73.99,2156.4,2,1,0,1,60,1,0
CUST-00658,20,month-to-month,57.28,1174.17,2,0,0,0,51,1,0
CUST-00659,60,two-year,81.17,4999.51,2,0,2,1,24,1,0
CUST-00660,19,month-to-month,66.43,1295.51,3,0,0,1,30,1,0
CUST-00661,33,month-to-month,36.4,1109.97,1,1,1,1,62,1,0
CUST-00662,9,month-to-month,47.32,409.73,3,2,1,1,32,1,0
CUST-00663,8,one-year,50.83,408.09,3,1,0,1,59,1,0
CUST-00664,34,one-year,74.86,2552.41,4,0,0,0,38,1,0
CUST-00665,3,month-to-month,33.8,94.25,1,4,0,0,47,0,1
CUST-00666,25,month-to-month,72.64,1792.47,2,1,1,1,24,1,1
CUST-00667,17,two-year,57.41,913.23,3,0,0,1,35,1,0
CUST-00668,18,month-to-month,34.41,603.43,4,0,0,0,31,1,0
CUST-00669,48,month-to-month,60.21,2735.07,3,0,0,1,48,1,0
CUST-00670,29,one-year,58.51,1570.97,2,2,1,0,46,1,0
CUST-00671,12,month-to-month,56.1,625.27,2,1,0,1,51,1,0
CUST-00672,20,month-to-month,82.35,1680.27,1,2,1,0,37,1,1
CUST-00673,9,month-to-month,79.96,721.02,4,4,2,0,31,1,1
CUST-00674,61,month-to-month,70.86,4419.72,1,1,1,0,47,0,0
CUST-00675,7,month-to-month,66.66,453.41,2,1,0,1,29,1,1
CUST-00676,18,one-year,78.24,1359.68,3,3,3,1,61,1,1
CUST-00677,27,one-year,39.96,1035.14,1,1,1,0,43,1,0
CUST-00678,19,month-to-month,53.94,1012.35,1,1,0,0,40,1,0
CUST-00679,33,two-year,41.23,1304.36,1,2,1,1,51,1,0
CUST-00680,9,month-to-month,82.06,740.08,3,0,0,1,43,1,0
CUST-00681,17,one-year,62.75,1075.44,2,0,1,1,20,1,0
CUST-00682,28,month-to-month,38.0,1081.39,1,2,2,1,29,1,0
CUST-00683,32,one-year,84.85,2570.5,2,1,0,0,60,1,0
CUST-00684,19,month-to-month,62.68,1164.69,1,1,0,1,46,1,0
CUST-00685,36,month-to-month,70.93,2411.96,3,3,0,0,19,1,0
CUST-00686,29,month-to-month,57.62,1544.2,1,5,3,0,50,0,1
CUST-00687,26,month-to-month,53.49,1387.76,1,2,0,0,36,1,0
CUST-00688,3,month-to-month,39.38,115.82,1,6,1,0,31,1,0
CUST-00689,24,one-year,68.27,1637.88,2,0,0,0,27,1,0
CUST-00690,29,two-year,55.82,1504.88,2,0,0,1,59,1,0
CUST-00691,39,month-to-month,61.99,2488.95,3,4,2,0,18,1,0
CUST-00692,25,two-year,37.79,972.51,2,0,0,1,32,1,0
CUST-00693,21,one-year,48.55,990.14,1,1,0,1,46,1,0
CUST-00694,17,two-year,65.21,1125.49,1,2,0,1,68,1,0
CUST-00695,11,one-year,42.5,442.63,1,0,0,0,53,1,0
CUST-00696,44,one-year,124.37,5478.48,3,1,0,1,32,1,0
CUST-00697,21,month-to-month,70.94,1514.64,1,0,1,0,67,1,0
CUST-00698,53,one-year,114.48,6125.77,4,0,1,0,24,1,0
CUST-00699,24,two-year,69.31,1678.9,1,0,1,1,48,1,0
CUST-00700,3,month-to-month,88.35,257.35,1,2,0,1,52,1,0
CUST-00701,11,month-to-month,40.83,453.71,1,4,3,1,31,1,1
CUST-00702,9,month-to-month,15.0,134.46,1,0,0,1,55,1,0
CUST-00703,36,two-year,70.97,2387.75,3,0,0,1,37,1,0
CUST-00704,23,month-to-month,77.05,1652.64,2,3,3,1,55,1,0
CUST-00705,26,one-year,57.73,1508.35,1,0,1,1,18,1,0
CUST-00706,70,two-year,71.96,4980.79,2,1,0,0,50,1,0
CUST-00707,46,two-year,90.78,4080.38,2,1,0,1,38,1,0
CUST-00708,7,month-to-month,97.88,698.73,4,1,0,1,62,1,1
CUST-00709,34,one-year,105.38,3556.24,4,0,0,1,44,1,0
CUST-00710,27,two-year,50.09,1303.17,2,0,1,1,63,1,0
CUST-00711,12,month-to-month,59.28,686.84,3,2,2,0,52,1,1
CUST-00712,42,one-year,108.05,4477.18,3,1,0,0,43,1,0
CUST-00713,6,month-to-month,68.82,414.42,2,1,1,1,56,1,0
CUST-00714,33,one-year,55.78,1807.75,2,2,1,0,56,1,1
CUST-00715,25,month-to-month,43.81,1068.92,1,3,1,0,52,1,1
CUST-00716,6,month-to-month,67.32,403.9,3,1,1,1,18,1,0
CUST-00717,2,month-to-month,78.24,156.1,4,2,0,1,30,0,1
CUST-00718,14,month-to-month,31.9,451.66,1,3,1,1,65,1,0
CUST-00719,32,month-to-month,51.99,1542.03,3,2,2,1,26,1,1
CUST-00720,24,one-year,87.49,2106.15,4,1,0,0,58,1,0
CUST-00721,38,month-to-month,44.33,1644.98,1,7,2,0,55,1,1
CUST-00722,18,month-to-month,86.93,1452.42,2,3,0,1,34,1,0
CUST-00723,45,one-year,84.28,3772.47,3,0,0,0,18,1,1
CUST-00724,14,one-year,95.78,1339.34,4,0,0,1,36,0,0
CUST-00725,21,month-to-month,41.62,854.44,1,1,1,1,76,1,0
CUST-00726,22,two-year,52.82,1170.54,1,0,0,1,32,1,0
CUST-00727,13,month-to-month,73.5,910.62,2,1,1,1,33,1,1
CUST-00728,28,two-year,67.89,1791.07,1,0,0,1,30,1,0
CUST-00729,19,month-to-month,53.31,970.94,1,1,2,1,63,0,0
CUST-00730,13,one-year,74.42,933.7,1,1,1,0,41,1,0
CUST-00731,33,two-year,55.14,1813.35,1,1,1,1,35,0,1
CUST-00732,27,two-year,81.27,2222.83,2,1,1,1,66,1,0
CUST-00733,9,one-year,58.18,523.25,2,1,2,1,53,1,0
CUST-00734,7,one-year,34.37,225.95,2,0,0,0,31,1,0
CUST-00735,32,month-to-month,83.83,2576.02,3,2,1,1,26,1,0
CUST-00736,18,one-year,68.06,1148.42,1,1,1,1,62,1,0
CUST-00737,8,one-year,65.36,520.55,1,0,0,0,45,1,0
CUST-00738,56,two-year,62.6,3320.85,1,0,0,1,21,1,0
CUST-00739,22,month-to-month,48.73,1048.25,1,0,1,0,18,1,1
CUST-00740,19,month-to-month,40.48,774.58,1,3,1,0,28,1,0
CUST-00741,12,one-year,64.93,774.33,1,0,0,0,26,1,0
CUST-00742,4,month-to-month,62.68,238.89,1,1,0,0,18,1,0
CUST-00743,17,month-to-month,44.9,730.18,1,2,0,1,28,1,1
CUST-00744,14,month-to-month,86.97,1207.68,2,0,0,1,31,1,1
CUST-00745,10,one-year,51.11,501.1,2,0,0,1,38,1,0
CUST-00746,5,month-to-month,80.5,374.57,4,1,1,1,70,1,0
CUST-00747,5,month-to-month,108.46,551.05,3,2,0,1,40,1,0
CUST-00748,5,month-to-month,82.63,403.39,2,1,0,1,42,0,0
CUST-00749,20,two-year,48.56,944.07,1,0,0,1,52,1,1
CUST-00750,24,one-year,72.17,1631.32,2,1,1,0,41,1,0
CUST-00751,21,month-to-month,57.79,1166.83,1,0,0,1,51,1,0
CUST-00752,14,month-to-month,15.0,200.89,1,2,1,1,49,1,1
CUST-00753,21,one-year,38.68,771.49,1,3,1,0,46,1,1
CUST-00754,22,month-to-month,54.08,1168.84,1,2,1,0,86,1,0
CUST-00755,6,one-year,48.58,282.98,1,2,1,0,58,1,0
CUST-00756,17,month-to-month,71.45,1236.29,2,4,1,0,28,1,0
CUST-00757,47,two-year,99.33,4778.44,3,0,0,1,50,1,0
CUST-00758,12,month-to-month,73.21,829.45,3,1,0,0,33,1,1
